ORDER_ITEM_ID,ORDER_ID,PRODUCT_ID,QUANTITY,UNIT_PRICE,TOTAL_PRICE,CREATED_AT,DATA_SOURCE,BATCH_ID,LOADED_AT
14936,4960,435,3,799.61,2398.83,2024-08-19 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14935,4960,168,1,289.43,289.43,2024-08-19 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14934,4960,115,1,84.88,84.88,2024-08-19 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14933,4960,280,1,262.74,262.74,2024-08-19 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14932,4959,667,1,922.22,922.22,2024-10-11 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14930,4958,42,3,504.42,1513.26,2024-07-03 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14921,4955,155,2,645.13,1290.26,2023-10-19 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14929,4958,764,1,343.17,343.17,2024-07-03 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14928,4958,328,1,274.82,274.82,2024-07-03 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14927,4957,240,2,405.1,810.2,2024-11-06 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14926,4957,741,3,455.0,1365.0,2024-11-06 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14925,4956,675,2,715.45,1430.9,2024-12-14 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14924,4956,333,1,701.8,701.8,2024-12-14 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14923,4955,234,1,859.58,859.58,2023-10-19 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14922,4955,32,1,265.83,265.83,2023-10-19 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14899,4945,120,3,460.13,1380.3899999999999,2024-06-27 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14897,4944,135,2,382.3,764.6,2024-02-05 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14854,4928,349,3,385.02,1155.06,2024-12-01 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14865,4931,973,3,91.86,275.58,2025-01-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14873,4933,330,3,813.68,2441.04,2024-12-31 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14872,4933,945,1,654.7,654.7,2024-12-31 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14871,4933,544,1,69.93,69.93,2024-12-31 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14870,4932,808,3,761.39,2284.17,2024-12-03 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14869,4932,832,2,638.73,1277.46,2024-12-03 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14868,4932,976,3,697.07,2091.21,2024-12-03 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14867,4931,397,3,214.04,642.12,2025-01-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14866,4931,728,1,213.49,213.49,2025-01-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14864,4930,768,2,950.03,1900.06,2024-12-04 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14875,4934,348,1,704.52,704.52,2024-07-19 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14863,4930,210,1,396.93,396.93,2024-12-04 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14862,4930,873,2,380.88,761.76,2024-12-04 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14861,4929,978,2,521.73,1043.46,2024-12-31 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14860,4929,994,2,96.06,192.12,2024-12-31 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14859,4929,993,2,704.09,1408.18,2024-12-31 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14858,4928,252,1,369.51,369.51,2024-12-01 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14857,4928,625,2,535.07,1070.14,2024-12-01 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14856,4928,160,1,50.63,50.63,2024-12-01 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14874,4934,834,3,657.85,1973.5500000000002,2024-07-19 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14876,4934,146,3,57.28,171.84,2024-07-19 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14896,4944,576,1,307.22,307.22,2024-02-05 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14887,4939,934,1,805.66,805.66,2023-09-24 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14895,4943,939,3,115.69,347.07,2024-04-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14894,4943,45,2,261.74,523.48,2024-04-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14893,4943,603,2,87.27,174.54,2024-04-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14892,4942,866,3,116.61,349.83,2024-02-20 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14891,4942,607,2,495.37,990.74,2024-02-20 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14890,4941,144,3,502.07,1506.21,2023-10-11 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14889,4940,285,3,423.95,1271.85,2023-09-05 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14888,4939,909,2,209.84,419.68,2023-09-24 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14886,4939,228,3,255.84,767.52,2023-09-24 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14877,4935,816,2,252.61,505.22,2023-08-04 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14885,4938,612,1,244.64,244.64,2023-12-18 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14884,4938,836,3,533.88,1601.6399999999999,2023-12-18 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14883,4937,311,1,446.94,446.94,2023-09-16 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14882,4937,5,3,537.53,1612.59,2023-09-16 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14881,4936,893,2,774.17,1548.34,2024-05-18 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14880,4936,211,3,544.33,1632.9900000000002,2024-05-18 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14879,4936,727,2,387.47,774.94,2024-05-18 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14878,4936,531,2,154.47,308.94,2024-05-18 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14940,4962,989,3,25.67,77.01,2024-08-29 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14941,4962,682,2,469.17,938.34,2024-08-29 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14942,4963,169,1,435.87,435.87,2025-01-14 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14996,4984,228,1,255.84,255.84,2023-10-25 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15004,4986,557,2,368.87,737.74,2024-11-18 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15003,4986,524,3,515.43,1546.29,2024-11-18 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15002,4986,475,1,383.72,383.72,2024-11-18 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15001,4985,121,2,778.22,1556.44,2024-12-12 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15000,4985,202,3,350.6,1051.8000000000002,2024-12-12 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14999,4985,876,3,165.15,495.45000000000005,2024-12-12 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14998,4985,320,1,325.76,325.76,2024-12-12 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14997,4984,438,1,611.5,611.5,2023-10-25 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14995,4984,23,3,713.8,2141.3999999999996,2023-10-25 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15006,4988,957,1,46.21,46.21,2024-06-15 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14994,4984,680,3,417.84,1253.52,2023-10-25 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14993,4984,513,3,576.29,1728.87,2023-10-25 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14992,4983,617,2,882.15,1764.3,2023-04-28 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14991,4983,899,3,660.06,1980.1799999999998,2023-04-28 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14990,4982,696,3,363.99,1091.97,2025-01-06 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14989,4982,8,3,190.93,572.79,2025-01-06 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14988,4982,724,2,505.81,1011.62,2025-01-06 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14987,4981,826,2,252.08,504.16,2025-01-13 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15005,4987,513,1,576.29,576.29,2024-04-27 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15007,4988,552,1,375.04,375.04,2024-06-15 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14943,4963,560,1,530.8,530.8,2025-01-14 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15018,4993,368,2,621.53,1243.06,2023-11-15 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15026,4995,860,3,306.18,918.54,2024-05-16 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15025,4995,854,3,776.45,2329.3500000000004,2024-05-16 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15024,4995,403,3,442.26,1326.78,2024-05-16 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15023,4994,861,3,775.24,2325.7200000000003,2024-10-14 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15022,4994,670,1,857.86,857.86,2024-10-14 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15021,4994,6,3,833.89,2501.67,2024-10-14 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15020,4993,189,1,815.23,815.23,2023-11-15 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15019,4993,709,2,459.46,918.92,2023-11-15 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15017,4992,730,2,632.24,1264.48,2023-06-06 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15008,4988,556,1,94.39,94.39,2024-06-15 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15016,4991,79,3,628.87,1886.6100000000001,2023-08-24 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15015,4991,472,1,626.54,626.54,2023-08-24 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15014,4991,684,2,416.07,832.14,2023-08-24 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15013,4991,845,1,976.88,976.88,2023-08-24 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15012,4990,921,3,318.55,955.6500000000001,2025-01-14 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15011,4989,594,2,190.73,381.46,2025-01-06 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15010,4989,451,2,565.52,1131.04,2025-01-06 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
15009,4988,880,3,48.35,145.05,2024-06-15 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14986,4980,320,2,325.76,651.52,2024-12-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14985,4980,958,2,291.47,582.94,2024-12-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14984,4980,316,2,484.21,968.42,2024-12-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14953,4969,623,2,12.87,25.74,2025-01-09 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14961,4971,209,1,598.07,598.07,2023-11-26 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14960,4971,111,2,570.58,1141.16,2023-11-26 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14959,4971,922,3,637.61,1912.83,2023-11-26 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14958,4971,557,1,368.87,368.87,2023-11-26 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14957,4970,409,3,507.34,1522.02,2025-01-13 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14956,4970,397,2,214.04,428.08,2025-01-13 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14955,4970,382,2,484.12,968.24,2025-01-13 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14954,4969,559,1,532.77,532.77,2025-01-09 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14952,4968,855,1,298.26,298.26,2024-12-10 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14983,4980,125,1,514.42,514.42,2024-12-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14951,4968,968,2,244.98,489.96,2024-12-10 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14950,4967,448,2,48.22,96.44,2024-05-29 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14949,4967,31,3,651.63,1954.8899999999999,2024-05-29 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14948,4966,959,2,266.44,532.88,2024-07-31 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14947,4966,456,1,754.39,754.39,2024-07-31 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14946,4965,449,1,459.47,459.47,2024-08-12 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14945,4965,283,2,921.86,1843.72,2024-08-12 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14944,4964,839,1,889.46,889.46,2024-10-12 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14962,4972,11,2,604.92,1209.84,2024-07-25 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14963,4972,252,1,369.51,369.51,2024-07-25 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14964,4972,856,2,15.86,31.72,2024-07-25 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14965,4972,235,3,562.02,1686.06,2024-07-25 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14982,4979,110,2,814.35,1628.7,2024-11-30 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14981,4979,460,3,667.29,2001.87,2024-11-30 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14980,4978,439,1,545.44,545.44,2025-01-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14979,4978,413,1,563.35,563.35,2025-01-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14978,4977,120,3,460.13,1380.3899999999999,2024-11-23 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14977,4977,927,3,627.77,1883.31,2024-11-23 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14976,4976,656,3,306.55,919.6500000000001,2024-11-07 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14975,4976,47,1,571.23,571.23,2024-11-07 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14974,4976,329,3,798.9,2396.7,2024-11-07 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14973,4976,928,2,667.56,1335.12,2024-11-07 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14972,4976,920,2,629.12,1258.24,2024-11-07 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14971,4975,697,3,310.79,932.3700000000001,2024-12-21 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14970,4975,273,2,555.3,1110.6,2024-12-21 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14969,4974,896,1,320.52,320.52,2025-01-01 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14968,4974,261,2,127.18,254.36,2025-01-01 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14967,4973,569,1,342.34,342.34,2024-08-22 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14966,4973,290,3,165.14,495.41999999999996,2024-08-22 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14855,4928,948,3,910.89,2732.67,2024-12-01 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14853,4928,347,2,774.82,1549.64,2024-12-01 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14679,4872,282,1,261.68,261.68,2024-05-02 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14734,4889,59,1,747.94,747.94,2024-12-04 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14742,4892,273,3,555.3,1665.8999999999999,2025-01-07 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14741,4891,666,2,934.62,1869.24,2024-09-11 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14740,4891,943,3,509.75,1529.25,2024-09-11 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14739,4891,222,2,854.68,1709.36,2024-09-11 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14738,4891,809,3,462.64,1387.92,2024-09-11 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14737,4890,777,3,833.28,2499.84,2024-10-31 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14736,4890,329,2,798.9,1597.8,2024-10-31 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14735,4890,257,2,99.78,199.56,2024-10-31 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14733,4889,846,3,504.39,1513.17,2024-12-04 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14744,4893,9,3,394.81,1184.43,2024-10-19 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14732,4888,771,1,26.24,26.24,2023-12-07 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14731,4888,57,2,889.52,1779.04,2023-12-07 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14730,4888,187,3,90.82,272.46,2023-12-07 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14729,4888,50,1,908.07,908.07,2023-12-07 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
14728,4887,832,1,638.73,638.73,2024-05-28 00:00:00,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
