product_id,category_id,subcategory_id,product_name,description,base_price,sale_price,stock_quantity,weight_kg,is_active,created_at,brand,sku,rating,review_count,data_source,batch_id,loaded_at
12,5,501,Hardin PLC Most,"Painting say they practice cold know free nor. Team score matter meet improve Mrs.
Future apply wear front. Art my parent attorney reality. Free join knowledge toward certain forget determine create.",683.48,562.44,906,10.79,True,2023-01-21T00:00:00.000,"Velez, Shepard and Bauer",SKU-54587,3.2,458,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
13,2,204,"Mitchell, Carrillo and Neal Want","Leave policy different challenge. Next call enough opportunity determine yourself. Spring majority woman white thousand.
Yard card already. Lot if role goal. Suffer apply fight authority.",13.21,12.48,736,5.34,True,2023-01-06T00:00:00.000,Griffin Group,SKU-76542,4.8,911,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
14,3,305,Hamilton-Howard Class,This individual middle political since yard safe. Individual inside common treatment whom agreement. Sound positive walk answer thank new civil.,612.88,509.04,780,3.31,True,2023-01-30T00:00:00.000,Hughes-Adams,SKU-79514,4.8,628,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
15,3,304,"Pennington, Knight and Cohen Draw",Imagine now capital food professional out participant. School image administration toward first produce want. Appear will for see base fact.,29.28,28.87,899,19.71,True,2023-01-08T00:00:00.000,Galvan-Leonard,SKU-17592,3.5,589,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
16,1,101,James-Gutierrez Knowledge,Significant can six sister task about. Material medical close company country notice middle.,734.59,707.56,778,10.7,True,2023-01-22T00:00:00.000,Brock-Ingram,SKU-72296,4.9,191,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
17,3,305,Cunningham LLC Young,"Ability happy miss clearly enjoy.
Him fine lead carry career job ball. Vote security up development rise couple. Door we even you attack key.",873.71,772.91,216,18.59,True,2023-01-23T00:00:00.000,Washington LLC,SKU-36365,4.4,430,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
18,3,304,Wyatt Group Thank,Significant doctor four top finally report. Top leader pretty bad describe yourself.,900.62,801.82,253,4.57,True,2023-01-19T00:00:00.000,Woodard PLC,SKU-82603,3.5,243,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
19,1,101,Cortez and Sons Rise,"Idea office box candidate current quite. Will will democratic laugh attorney.
Significant crime senior particularly century. Soon anything list very statement experience.",710.76,576.98,69,18.12,True,2023-01-03T00:00:00.000,English PLC,SKU-77391,3.5,701,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
20,4,402,Crosby-Cook Image,"Modern mother great often against executive rule mention. Concern care hair born land rock remain.
President plant believe including really. Write day evidence bank toward me whole.",543.84,513.75,903,11.46,True,2023-01-26T00:00:00.000,"Howard, Keller and Pace",SKU-71993,4.6,209,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
21,1,101,Pierce Ltd Water,"Summer state beyond. Child today safe wall picture fire role.
Child eight read significant. Local data range exist American beat what.",662.39,576.85,420,9.39,True,2023-01-22T00:00:00.000,Woodard Inc,SKU-95649,5.0,115,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
22,1,104,Roberts-Finley Under,"West record those score simply. Against life democratic education almost.
Marriage analysis good he. Administration large start research answer produce.
Center return music prevent.",730.93,701.78,111,5.05,True,2023-01-15T00:00:00.000,Powers Ltd,SKU-28373,3.8,297,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
23,4,402,Bradley LLC Care,"Class but brother interview continue resource. Company huge offer political project water. Spring unit figure.
Future idea economic move yet other leave. Sort go begin notice college training.",875.74,713.8,827,17.24,True,2023-01-02T00:00:00.000,Nguyen-Perez,SKU-95477,5.0,871,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
24,1,101,"Freeman, Rogers and Leon Could","Ago light when bad woman capital. Hour between because.
Perform opportunity white it author care military. Maybe media administration window.
Safe billion effort enjoy tax.",927.1,899.05,170,8.19,True,2023-01-28T00:00:00.000,"Griffin, Smith and Thompson",SKU-62565,4.8,187,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
25,4,401,Mendoza Ltd Current,Maintain toward crime development show main. Send price knowledge. Second today Mr blue skill specific. Early several present sort smile.,985.46,840.63,802,15.72,True,2023-01-23T00:00:00.000,Williams-Smith,SKU-82845,4.3,515,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
26,2,202,Duffy-Alexander Grow,"Subject consumer meeting I. Behavior everybody newspaper wait forget.
Level key owner rather fall. Local woman minute relationship these institution. Degree may plan situation increase control try.",303.74,301.84,593,14.74,False,2023-01-11T00:00:00.000,Roberts-Barton,SKU-17492,3.1,502,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
27,5,505,"Sims, Diaz and Payne Grow",Mind wish current myself this sound. Run imagine computer performance large indicate. Past food should leader.,165.86,164.56,82,17.04,False,2023-01-03T00:00:00.000,Fitzgerald LLC,SKU-98501,4.7,428,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
28,1,105,Rivera-Rhodes Economy,"Race will movie.
Face leave mind catch range if card. Teach a close coach. Detail senior money voice through moment.
Allow big budget military ready. Once color away record sing say range effort.",253.75,233.17,634,1.73,True,2023-01-19T00:00:00.000,Webb-Turner,SKU-78522,3.6,289,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
29,2,203,"Gay, Hernandez and Larson Give",Pattern hair speak share role cut picture. Common morning unit series. Detail real four so nature room have.,246.3,216.54,687,12.95,True,2023-01-30T00:00:00.000,Johnson Group,SKU-19508,3.0,649,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
30,5,501,Mercado-Wheeler Its,Job evidence practice travel treatment expect treat. Eye before source program collection. Care event throw believe charge. Now speech understand argue others then center gas.,82.53,69.54,271,2.74,True,2023-01-03T00:00:00.000,Hanson-Stone,SKU-42018,3.7,180,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
31,4,405,Marks-Mahoney Trip,"Only minute loss every sea ball meet. Natural commercial wife.
Development charge pick glass. Provide rate campaign watch minute high draw.",706.5,651.63,826,13.11,False,2023-01-27T00:00:00.000,Ward Group,SKU-82692,3.6,699,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
32,1,102,Davis-Tyler Field,"Truth book entire recent because. Party especially billion time cold small pretty.
Upon right food which sing nothing.",271.82,265.83,760,11.11,True,2023-01-20T00:00:00.000,"Carlson, Thompson and Ortiz",SKU-37607,4.4,227,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
33,3,305,Taylor Group Suffer,"American wife way animal decade term.
Charge head middle particular market fish agent study. Black how protect prepare. Great responsibility woman structure need.",493.65,484.3,866,1.11,True,2023-01-27T00:00:00.000,Roy-Hall,SKU-46265,3.1,353,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
34,2,203,"Watson, Williams and Scott Marriage","Kind relationship rate. Not financial training very gas.
Join voice feel involve issue meeting. Blood already hope specific.
Wind fight sit part hundred ball laugh environmental.",169.97,150.99,722,8.61,False,2023-01-03T00:00:00.000,Guerrero-Nichols,SKU-29536,4.1,866,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
35,3,305,Jackson PLC Get,"Seem purpose thing smile town customer. Listen in recently seven foreign.
Major peace wonder turn however.
Yourself training production these.",557.0,493.48,42,6.23,True,2023-01-26T00:00:00.000,"Taylor, Fernandez and Vance",SKU-15229,4.8,226,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
36,2,201,"Gonzalez, Jones and Carlson Treatment","Rest what computer quite pass good film. Begin stock get analysis could impact. Add couple magazine card cause.
Candidate same analysis central.",360.14,328.44,895,8.19,True,2023-01-05T00:00:00.000,"Watkins, Nelson and Garcia",SKU-41029,4.7,1016,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
37,2,204,Morris and Sons Whom,Either our kitchen statement appear debate ever. Research turn exist member north able these. Parent line watch song brother film.,34.54,32.72,340,15.67,True,2023-01-22T00:00:00.000,Bonilla-Taylor,SKU-42527,3.5,820,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
38,1,104,"Daniels, Payne and Hays Adult","Over environment final treatment enter. Way would return young reason new.
Military game amount continue economy. Here property somebody it.",873.45,848.74,227,4.07,True,2023-01-12T00:00:00.000,Gardner LLC,SKU-50001,4.6,909,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
39,2,202,Gomez PLC Magazine,"Store against piece indicate hair. Smile including appear would body during defense.
Else radio view card.",33.43,28.03,336,5.64,False,2023-01-25T00:00:00.000,"Kelly, Schultz and Park",SKU-46585,3.7,535,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
40,4,405,Wright Ltd Pm,Street day bar public good bring road. Which me perform hold clearly various particularly participant. Hand million player collection hundred suffer detail.,337.84,272.14,898,19.41,True,2023-01-31T00:00:00.000,Shaw LLC,SKU-44795,3.1,620,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
41,4,403,Rollins-Glenn A,"Project onto hope scene.
Commercial method a step region before allow pressure. Industry box degree environmental feel term one.",731.26,630.88,620,19.69,True,2023-01-29T00:00:00.000,"Garcia, Jones and Wood",SKU-85574,3.4,59,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
42,4,401,Parker-Mcgrath Eye,Health else knowledge wait measure various suffer environment. Fish close resource dark education. Finish part participant hundred expert some.,524.72,504.42,703,14.42,True,2023-01-22T00:00:00.000,Bell-Lambert,SKU-35825,3.7,88,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
43,3,305,Young Group News,"Keep majority sure dog.
Thank other news or. Feeling rock wish.
Center professional north international. Agreement should future yeah administration yeah.",320.78,311.03,737,18.01,True,2023-01-22T00:00:00.000,Escobar-Wall,SKU-63528,3.7,731,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
44,3,305,Burnett LLC Law,"Way mean be visit. Pick summer risk eight can involve natural.
Wonder need single information. Growth health nice million land upon. State would control quite central sell.",136.01,120.25,962,7.64,True,2023-01-06T00:00:00.000,Davis-Clark,SKU-90676,4.1,430,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
45,5,501,Turner-Jones Imagine,Use edge bit nature during without job respond. Staff address team century institution group.,310.84,261.74,804,11.64,True,2023-01-15T00:00:00.000,"Wilson, Cooke and Wells",SKU-67905,3.9,229,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
46,5,504,Tran-Diaz Home,"Worker forward certainly enter rate democratic offer. Against soon social admit.
Food water determine also plant thought. Media support class. Member class same shoulder.",795.8,789.4,753,3.48,False,2023-01-17T00:00:00.000,Fernandez PLC,SKU-97012,4.3,357,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
47,1,102,Harrell-Tate City,"Expert interview measure next whether stage dream. Try friend institution color. Available size attorney commercial also join left.
Usually student scene himself build.",676.07,571.23,203,3.03,False,2023-01-16T00:00:00.000,Melendez-Stewart,SKU-90120,4.7,93,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
48,4,404,"Robinson, Thompson and Smith Hospital",At personal significant including reduce remember investment often. Many direction front various brother.,887.28,811.98,735,13.96,True,2023-01-08T00:00:00.000,Carpenter Inc,SKU-29342,4.3,13,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
49,1,104,Clark Group By,"Crime power various able. Early over weight.
Particular without ten develop society may. System yeah him tend war. Sea question not her indeed support born.
Gas night everything trip decade.",226.65,217.77,712,10.41,False,2023-01-08T00:00:00.000,Watson-King,SKU-25906,3.9,834,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
50,4,405,Gibbs Inc Present,Assume change until party sort certainly would. Wife within color senior camera once instead.,988.01,908.07,972,15.13,True,2023-01-27T00:00:00.000,Ochoa-Davis,SKU-76162,3.9,942,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
51,5,504,Nelson LLC Mrs,Claim within home small PM represent big. Recently I those bank authority out. That among get country sense your until.,898.24,852.18,486,9.06,True,2023-01-27T00:00:00.000,"Knight, Fisher and Foster",SKU-93579,3.6,809,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
52,5,504,"Kirby, Johnson and Day Usually","Modern any thought religious. Agreement risk recently trouble anyone.
Animal trade audience test activity between recent tax. Ahead improve its quickly owner writer. Process represent continue pull.",630.48,539.01,79,14.3,True,2023-01-11T00:00:00.000,"Pearson, Hill and Graham",SKU-51904,4.8,97,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
53,2,202,"Drake, Adams and Kirk Effect","Television share talk.
Without paper station media quickly. Attention often affect test blood many. Hour record think raise boy response.",238.95,224.32,723,4.36,True,2023-01-11T00:00:00.000,Abbott-Gonzales,SKU-81121,3.9,77,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
54,2,204,Lowe-Johnson Produce,"Explain be decide TV right phone stay. Because six coach. Indicate general thought Mr matter poor.
Stage me approach listen from appear. Marriage throw again. Information skill produce all surface.",395.58,377.37,968,13.94,True,2023-01-25T00:00:00.000,"Sheppard, Vasquez and Lee",SKU-85456,3.8,19,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
55,3,303,Hill and Sons Indeed,President report hard imagine agreement use nation. Tax start watch head. Company nearly above present.,755.94,733.78,976,16.73,True,2023-01-24T00:00:00.000,Jennings-Schwartz,SKU-81582,4.6,937,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
56,2,204,"Sanchez, Romero and Becker Floor","Between small range agree listen impact. Report history modern support.
Their marriage unit happy. Close doctor ten. Authority shake head watch serious make.",227.23,201.59,29,7.84,True,2023-01-26T00:00:00.000,Myers LLC,SKU-62994,4.4,878,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
57,4,402,"Caldwell, Henry and Hardy Most","Seek light appear church house. Whose campaign thing save fund.
Administration accept alone trip help by across. Century road direction certainly according.",980.91,889.52,928,7.94,True,2023-01-01T00:00:00.000,"Martin, Woodard and Henderson",SKU-21003,4.3,156,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
58,4,402,Reed-Miller Space,Night him feel marriage suddenly travel both want. Society argue major travel music simply. Southern health gun official.,59.78,52.36,216,9.15,True,2023-01-29T00:00:00.000,Cole Ltd,SKU-59692,3.6,994,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
59,4,403,"Robles, Huber and Mejia How",Tree mouth cover system age next. About difficult picture where glass know any. Score school have relationship activity include best offer. Whom will alone money may.,836.56,747.94,767,10.83,True,2023-01-12T00:00:00.000,Kennedy LLC,SKU-39389,4.3,815,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
60,1,101,Walton and Sons Official,Just sure impact people late green region. Present field onto find feel institution option. Group community least find bag not to.,950.12,797.98,20,12.46,True,2023-01-16T00:00:00.000,Walter PLC,SKU-97747,3.2,988,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
61,2,204,Sullivan-Estrada Ten,Federal thing Mrs part similar campaign foot. Other strategy field style particularly. Lot religious born whose become check great.,702.47,669.72,171,12.16,True,2023-01-23T00:00:00.000,Anderson Ltd,SKU-25012,4.6,178,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
62,3,301,"Martin, Winters and Thompson Brother","Professor or hand television dog management. Debate itself majority charge action assume. Doctor risk of suddenly from.
Adult they whom. Although accept somebody.",582.9,574.61,589,13.58,True,2023-01-13T00:00:00.000,Murray Inc,SKU-35995,3.2,727,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
63,2,201,"Bennett, Nelson and Cruz Some","Charge find final measure run. Charge somebody interest. Phone lawyer model score business.
Special enough close quickly leave statement. Husband power with. Money behind explain it about.",700.22,602.41,700,12.05,True,2023-01-19T00:00:00.000,White-Perry,SKU-15383,3.7,453,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
64,3,301,"Smith, Rojas and Martinez Figure",Research customer grow follow collection statement machine. Simply start property human quite occur interview.,510.9,443.59,869,8.46,True,2023-01-14T00:00:00.000,"Clarke, Tanner and Smith",SKU-57472,4.3,859,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
65,4,402,Wang-Robinson Group,Phone debate dream blood fire improve floor. Debate range few purpose. Lay ability which across opportunity sometimes understand.,441.13,417.65,988,13.04,True,2023-01-30T00:00:00.000,"Simpson, Barnes and Grimes",SKU-80539,4.5,485,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
66,4,405,White-Robinson Cost,"Citizen drive party ago a even three lawyer. Five week television least big. Require up wish under partner game main first.
Agent by property. Song build through bring sign street.",275.71,267.53,850,18.7,True,2023-01-15T00:00:00.000,Brown-Williams,SKU-41963,4.5,600,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
67,5,504,Vega-Davis Increase,"My staff help space happy surface bag compare.
Service store dog deep. World someone table machine follow news data mean. Billion property sound need learn skill.",343.03,308.34,332,3.72,True,2023-01-26T00:00:00.000,"Davis, Cox and Collins",SKU-43862,3.7,914,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
68,5,503,Graves and Sons Control,"Me cell choose. Reach history watch step authority. Above drug practice likely better compare tend popular.
Which easy hand movement. House wall full sit care.",560.23,506.07,195,1.8,True,2023-01-16T00:00:00.000,Collins-Chandler,SKU-82768,4.5,725,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
69,4,404,Li-Vega Others,"Rich property week leave cultural worry. Population pick wonder hot dog.
Fast guy million able building Republican. Require mouth could government quite data big hand. Medical describe degree always.",453.69,364.52,301,4.51,True,2023-01-10T00:00:00.000,Blackburn Ltd,SKU-97026,4.2,498,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
70,5,505,Little-Perez Man,"Seek these structure. Choose kid energy book research sell bad.
Leader onto west challenge watch free thank. Big produce product him nice friend.",350.32,350.08,563,6.68,True,2023-01-09T00:00:00.000,"Evans, Shaw and Jones",SKU-50189,3.5,137,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
71,2,203,"Roberts, Williams and Wagner Anything","Game hope onto glass. Store where more. Draw certainly task.
Stand interest subject born eye brother amount. Play finish still great action.",128.36,116.44,780,13.83,True,2023-01-24T00:00:00.000,Bennett-Harris,SKU-73464,3.6,621,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
72,5,505,"Fuller, Howard and Roy Him","Court task sell possible life instead music kid. Sport moment event quickly strategy. Similar save carry society summer media.
The pick say account price staff.",290.17,237.97,198,6.0,True,2023-01-10T00:00:00.000,Colon-Washington,SKU-11854,4.4,147,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
73,3,301,Cook PLC Food,"Bar some upon already note agent really. Hospital movement approach although shoulder often boy.
Pass start free force. Mission laugh race push. Crime be skin itself relationship.",974.55,887.5,714,18.89,True,2023-01-25T00:00:00.000,Mitchell Group,SKU-74340,3.2,28,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
74,5,503,Rice-Parks Draw,Indeed support power another improve rich blue. Research appear thousand score second. Conference out set become his city your might.,474.7,421.58,188,19.31,True,2023-01-28T00:00:00.000,Boone PLC,SKU-72616,3.2,87,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
75,4,404,Hernandez and Sons Work,Shoulder response push light those agent movement. Investment which occur laugh design admit. Drive those water. Appear north reach partner investment.,83.34,77.16,54,3.12,True,2023-01-31T00:00:00.000,"Collins, Cunningham and Morrison",SKU-49824,3.2,271,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
76,1,105,Lyons and Sons Occur,"Past thing mother chair consider by.
Thus employee agency community adult service. None appear social free loss black free.",766.8,706.42,809,12.41,True,2023-01-13T00:00:00.000,"Martinez, Frederick and Hogan",SKU-69049,4.8,315,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
77,5,504,Lang-Kirk Enjoy,"Theory food could song. Than past record worker education. Ground perform letter argue rich allow factor part.
Woman somebody recently color store. Beautiful they two join without less.",312.33,288.65,624,19.21,False,2023-01-25T00:00:00.000,Prince-Gardner,SKU-37235,4.3,291,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
78,1,102,"Nguyen, Chavez and Lee Science",Whatever now pattern never. Management force side why all. Full take lose nature since event against.,247.47,225.29,160,0.15,True,2023-01-20T00:00:00.000,Arnold-Lambert,SKU-71592,3.6,250,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
79,3,303,Moore Group Argue,Radio color energy measure low can. Right natural president character rise fund. Charge fight threat couple energy speak better.,705.96,628.87,703,4.75,True,2023-01-26T00:00:00.000,"Hunt, Gomez and Brown",SKU-91927,4.2,844,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
80,2,204,Skinner-Mcneil Picture,"Single marriage stop could system very. Night sister pass last movie. Capital position growth young respond community example.
Eat control prevent. Knowledge candidate short again.",123.63,104.46,152,18.18,True,2023-01-03T00:00:00.000,Reyes Ltd,SKU-17816,3.3,329,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
81,5,505,Shields-Porter Father,"Teacher chance loss into. Science health her serious maybe several. Moment capital hotel understand.
Population finish student chair step some. Rule outside expect tax. Send white although mission.",921.98,818.56,479,13.8,True,2023-01-31T00:00:00.000,Shaffer PLC,SKU-45683,4.0,523,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
82,4,401,Garner Group Building,Run once project follow many trip Democrat. Type if news art staff situation identify before.,602.06,588.74,752,6.51,True,2023-01-03T00:00:00.000,Sanchez PLC,SKU-40005,4.9,875,historic,ad9d7f00-f7ce-4e93-8ac7-b0f9d788597e,2025-01-12 07:43:19
